x=980, y=570, key=1, timestamp=1652874157316
x=1449, y=438, key=1, timestamp=1652886423756
x=1016, y=442, key=1, timestamp=1652886427639
x=1701, y=906, key=1, timestamp=1652886433169
x=140, y=18, key=1, timestamp=1652886435329
x=661, y=893, key=1, timestamp=1652886437026
x=671, y=885, key=1, timestamp=1652886441712
x=674, y=884, key=1, timestamp=1652886446191
x=153, y=333, key=1, timestamp=1652886713181
x=621, y=879, key=1, timestamp=1652886736473
x=440, y=788, key=1, timestamp=1652886740094
x=197, y=778, key=1, timestamp=1652886747173
x=30, y=409, key=1, timestamp=1652886754618
x=550, y=1056, key=1, timestamp=1652886756978
x=599, y=700, key=2, timestamp=1652886761872
x=700, y=731, key=1, timestamp=1652886763518
x=542, y=842, key=2, timestamp=1652886789705
x=595, y=862, key=1, timestamp=1652886790374
x=303, y=549, key=1, timestamp=1652886826549
x=612, y=1002, key=2, timestamp=1652886831448
x=725, y=727, key=1, timestamp=1652886832305
x=235, y=487, key=1, timestamp=1652886854860
x=1819, y=20, key=1, timestamp=1652886856139
x=1439, y=16, key=1, timestamp=1652886866748
x=949, y=301, key=1, timestamp=1652886869906
x=880, y=493, key=1, timestamp=1652886871811
x=1644, y=597, key=1, timestamp=1652886878250
x=888, y=665, key=1, timestamp=1652886881524
x=866, y=829, key=1, timestamp=1652886882906
x=740, y=158, key=1, timestamp=1652886885605
x=141, y=22, key=1, timestamp=1652886886418
x=9, y=492, key=1, timestamp=1652886905911
x=2523, y=395, key=1, timestamp=1652886907331
x=332, y=7, key=1, timestamp=1652886918478
x=417, y=27, key=1, timestamp=1652886923999
x=1431, y=8, key=1, timestamp=1652886933863
x=1576, y=15, key=1, timestamp=1652886935950
x=1654, y=15, key=1, timestamp=1652886938645
x=1654, y=15, key=3, timestamp=1652886940332
x=1483, y=26, key=1, timestamp=1652886942631
x=1399, y=9, key=1, timestamp=1652886944133
x=1324, y=17, key=1, timestamp=1652886945552
x=1258, y=23, key=1, timestamp=1652886947148
x=1169, y=16, key=1, timestamp=1652886953187
x=1645, y=11, key=1, timestamp=1652886955587
x=1563, y=22, key=1, timestamp=1652886958940
x=1630, y=5, key=1, timestamp=1652886968457
x=1498, y=18, key=1, timestamp=1652886971511
x=1413, y=12, key=1, timestamp=1652886972874
x=3804, y=977, key=1, timestamp=1652886974358
x=2449, y=1053, key=1, timestamp=1652886975915
x=2051, y=797, key=1, timestamp=1652886977983
x=1558, y=6, key=1, timestamp=1652887001559
x=1782, y=494, key=1, timestamp=1652887004262
x=1653, y=107, key=1, timestamp=1652887008702
x=303, y=980, key=1, timestamp=1652887012332
x=386, y=730, key=1, timestamp=1652887014184
x=396, y=990, key=1, timestamp=1652887016465
x=1559, y=29, key=1, timestamp=1652887019506
x=1535, y=741, key=1, timestamp=1652887023796
x=880, y=599, key=1, timestamp=1652887025351
x=785, y=421, key=1, timestamp=1652887026417
x=537, y=555, key=1, timestamp=1652887028075
x=906, y=528, key=1, timestamp=1652887094352
x=655, y=436, key=1, timestamp=1652887097864
x=2877, y=441, key=1, timestamp=1652887100818
x=2748, y=423, key=1, timestamp=1652887166045
x=2607, y=440, key=1, timestamp=1652887170669
x=2800, y=427, key=1, timestamp=1652887229721
x=2672, y=415, key=1, timestamp=1652887231112
x=2669, y=495, key=1, timestamp=1652887233078
x=3391, y=15, key=1, timestamp=1652887292188
x=3294, y=16, key=1, timestamp=1652887294966
x=23, y=589, key=1, timestamp=1652887298228
x=1008, y=618, key=1, timestamp=1652887299142
x=911, y=546, key=1, timestamp=1652887300535
x=992, y=525, key=1, timestamp=1652887310105
x=992, y=525, key=1, timestamp=1652887315617
x=992, y=525, key=1, timestamp=1652887322245
x=992, y=525, key=1, timestamp=1652887325721
x=992, y=525, key=1, timestamp=1652887330330
x=992, y=525, key=1, timestamp=1652887337786
x=992, y=525, key=1, timestamp=1652887348239
x=992, y=525, key=1, timestamp=1652887352833
x=992, y=525, key=1, timestamp=1652887359419
x=992, y=525, key=1, timestamp=1652887365121
x=146, y=27, key=1, timestamp=1652887368084
x=40, y=386, key=1, timestamp=1652887368770
x=584, y=1059, key=1, timestamp=1652887371922
x=589, y=1059, key=1, timestamp=1652887380163
x=590, y=1055, key=1, timestamp=1652887381405
x=271, y=303, key=1, timestamp=1652887408153
x=1492, y=4, key=1, timestamp=1652887410656
x=936, y=20, key=1, timestamp=1652887426307
x=1003, y=2, key=1, timestamp=1652887428873
x=3307, y=63, key=1, timestamp=1652887456410
x=1484, y=623, key=1, timestamp=1652887485314
x=1274, y=604, key=1, timestamp=1652887540089
x=1274, y=604, key=1, timestamp=1652887540570
x=1273, y=605, key=1, timestamp=1652887541130
x=1152, y=764, key=1, timestamp=1652887542047
x=1160, y=767, key=1, timestamp=1652887545179
x=712, y=331, key=1, timestamp=1652887547162
x=1014, y=453, key=1, timestamp=1652887548725
x=2493, y=1050, key=1, timestamp=1652887573750
x=1026, y=413, key=1, timestamp=1652887575639
x=1040, y=445, key=1, timestamp=1652887582616
x=1649, y=15, key=1, timestamp=1652887584922
x=724, y=988, key=1, timestamp=1652887590106
x=705, y=937, key=1, timestamp=1652887591514
x=403, y=992, key=1, timestamp=1652887609044
x=362, y=947, key=1, timestamp=1652887610867
x=1509, y=23, key=1, timestamp=1652887612169
x=1657, y=7, key=1, timestamp=1652887613118
x=23, y=664, key=1, timestamp=1652887616262
x=952, y=395, key=1, timestamp=1652887618018
x=1372, y=793, key=1, timestamp=1652887620570
x=1129, y=489, key=1, timestamp=1652887622620
x=2748, y=844, key=1, timestamp=1652887623909
x=2712, y=664, key=1, timestamp=1652887626121
x=1284, y=369, key=1, timestamp=1652887631477
x=1266, y=373, key=1, timestamp=1652887633638
x=2380, y=660, key=1, timestamp=1652887647421
x=2385, y=665, key=1, timestamp=1652887648009
x=2385, y=665, key=1, timestamp=1652887648904
x=2385, y=665, key=1, timestamp=1652887652764
x=2385, y=665, key=1, timestamp=1652887653521
x=994, y=587, key=1, timestamp=1652887659849
x=2307, y=665, key=1, timestamp=1652887663762
x=2307, y=665, key=1, timestamp=1652887664205
x=2163, y=698, key=1, timestamp=1652887670054
x=2358, y=664, key=1, timestamp=1652887678745
x=2358, y=664, key=1, timestamp=1652887680125
x=1162, y=750, key=1, timestamp=1652887684592
x=1167, y=765, key=1, timestamp=1652887686887
x=696, y=738, key=1, timestamp=1652887691027
x=1154, y=549, key=1, timestamp=1652887692859
x=1374, y=794, key=1, timestamp=1652887696062
x=1114, y=466, key=1, timestamp=1652887698103
x=1244, y=376, key=2, timestamp=1652887705307
x=131, y=11, key=1, timestamp=1652887722502
x=728, y=891, key=1, timestamp=1652887724006
x=1454, y=923, key=1, timestamp=1652887778129
x=1570, y=8, key=1, timestamp=1652887798964
x=1650, y=19, key=1, timestamp=1652887801573
x=128, y=14, key=1, timestamp=1652887805004
x=1355, y=764, key=1, timestamp=1652887808816
x=1424, y=343, key=1, timestamp=1652887810140
x=1369, y=416, key=1, timestamp=1652887820002
x=243, y=464, key=1, timestamp=1652887822588
x=483, y=726, key=1, timestamp=1652887825705
x=1850, y=541, key=1, timestamp=1652887829774
x=1351, y=500, key=1, timestamp=1652887837870
x=1472, y=161, key=1, timestamp=1652887839172
x=1403, y=297, key=1, timestamp=1652887843218
x=505, y=667, key=1, timestamp=1652887856514
x=1841, y=553, key=1, timestamp=1652887858582
x=1864, y=130, key=1, timestamp=1652887862423
x=93, y=15, key=1, timestamp=1652887864703
x=447, y=276, key=1, timestamp=1652887866416
x=151, y=21, key=1, timestamp=1652887874550
x=578, y=672, key=1, timestamp=1652887894380
x=1862, y=126, key=1, timestamp=1652887901008
x=2619, y=486, key=1, timestamp=1652887939366
x=3493, y=74, key=1, timestamp=1652887960738
x=2553, y=455, key=1, timestamp=1652887961931
x=2238, y=359, key=1, timestamp=1652887975160
x=2640, y=405, key=1, timestamp=1652887982556
x=2214, y=349, key=1, timestamp=1652887997120
x=2565, y=426, key=1, timestamp=1652887998023
x=2713, y=384, key=1, timestamp=1652888029135
x=2242, y=357, key=1, timestamp=1652888032059
x=2216, y=362, key=1, timestamp=1652888040313
x=1574, y=1, key=1, timestamp=1652888094028
x=3807, y=979, key=1, timestamp=1652888102496
x=2426, y=1041, key=1, timestamp=1652888103876
x=3807, y=982, key=1, timestamp=1652888112598
x=2532, y=526, key=1, timestamp=1652888141740
x=2243, y=354, key=1, timestamp=1652888142850
x=2592, y=402, key=1, timestamp=1652888144722
x=1997, y=366, key=1, timestamp=1652888156275
x=1997, y=366, key=1, timestamp=1652888162320
x=2522, y=283, key=1, timestamp=1652888180411
x=3302, y=63, key=1, timestamp=1652888198488
x=130, y=13, key=1, timestamp=1652888202735
x=200, y=814, key=1, timestamp=1652888204578
x=181, y=657, key=1, timestamp=1652888210360
x=2770, y=460, key=1, timestamp=1652888251631
x=1490, y=7, key=1, timestamp=1652888253082
x=952, y=311, key=1, timestamp=1652888254238
x=126, y=14, key=1, timestamp=1652888258683
x=1487, y=10, key=1, timestamp=1652888276812
x=922, y=936, key=1, timestamp=1652888297433
x=890, y=873, key=1, timestamp=1652888332344
x=1755, y=440, key=1, timestamp=1652888336518
x=732, y=161, key=1, timestamp=1652888337543
x=3370, y=267, key=1, timestamp=1652888342732
x=126, y=18, key=1, timestamp=1652888638120
x=192, y=583, key=1, timestamp=1652888639943
x=191, y=791, key=1, timestamp=1652888650366
x=928, y=22, key=1, timestamp=1652888658889
x=929, y=13, key=3, timestamp=1652888680456
x=623, y=515, key=3, timestamp=1652888688335
x=924, y=4, key=1, timestamp=1652888690773
x=1157, y=638, key=1, timestamp=1652888698284
x=942, y=501, key=1, timestamp=1652888701043
x=909, y=283, key=1, timestamp=1652888707333
x=1020, y=639, key=1, timestamp=1652888724805
x=158, y=51, key=1, timestamp=1652888730730
x=1009, y=18, key=1, timestamp=1652888739469
x=989, y=572, key=1, timestamp=1652889510765
x=1262, y=483, key=1, timestamp=1652889512326
x=714, y=295, key=1, timestamp=1652889513076
x=714, y=295, key=1, timestamp=1652889513220
x=830, y=188, key=1, timestamp=1652889522282
x=16, y=558, key=1, timestamp=1652889527985
x=996, y=567, key=1, timestamp=1652889550127
x=731, y=312, key=1, timestamp=1652889551078
x=731, y=312, key=1, timestamp=1652889551229
x=2796, y=341, key=1, timestamp=1652889554748
x=3262, y=309, key=1, timestamp=1652889558708
x=2836, y=339, key=1, timestamp=1652889564135
x=2807, y=373, key=1, timestamp=1652889564824
x=2819, y=362, key=1, timestamp=1652889565551
x=2625, y=161, key=1, timestamp=1652889568186
x=105, y=13, key=1, timestamp=1652889671910
x=419, y=274, key=1, timestamp=1652889673075
x=505, y=345, key=1, timestamp=1652889676381
x=487, y=391, key=1, timestamp=1652889678536
x=1187, y=0, key=1, timestamp=1652889680148
x=1568, y=0, key=1, timestamp=1652889682684
x=405, y=992, key=1, timestamp=1652889684153
x=1607, y=0, key=1, timestamp=1652889689219
x=2811, y=171, key=1, timestamp=1652889690779
x=1006, y=30, key=1, timestamp=1652889713373
x=2993, y=213, key=1, timestamp=1652889833380
x=2987, y=214, key=1, timestamp=1652889838189
x=2987, y=214, key=1, timestamp=1652889838338
x=2875, y=275, key=1, timestamp=1652889847343
x=3180, y=273, key=1, timestamp=1652889852844
x=3278, y=215, key=1, timestamp=1652889859918
x=3181, y=237, key=1, timestamp=1652889870452
x=2826, y=239, key=1, timestamp=1652889873486
x=2826, y=239, key=1, timestamp=1652889873646
x=2793, y=269, key=1, timestamp=1652889879035
x=2762, y=242, key=1, timestamp=1652889884464
x=2998, y=244, key=1, timestamp=1652889887293
x=2922, y=240, key=1, timestamp=1652889963393
x=3139, y=240, key=1, timestamp=1652889965411
x=3118, y=175, key=1, timestamp=1652889966805
x=2781, y=234, key=1, timestamp=1652890031996
x=1182, y=1, key=1, timestamp=1652890040932
x=859, y=297, key=1, timestamp=1652890042353
x=2882, y=338, key=1, timestamp=1652890057315
x=2851, y=98, key=1, timestamp=1652890068722
x=3022, y=244, key=1, timestamp=1652890071339
x=137, y=17, key=1, timestamp=1652890286060
x=212, y=547, key=1, timestamp=1652890287441
x=159, y=585, key=1, timestamp=1652890296480
x=2674, y=238, key=1, timestamp=1652890301650
x=3158, y=243, key=1, timestamp=1652890429314
x=2768, y=296, key=1, timestamp=1652890440764
x=3116, y=243, key=1, timestamp=1652890465565
x=1604, y=7, key=1, timestamp=1652890550600
x=318, y=995, key=1, timestamp=1652890556043
x=669, y=725, key=1, timestamp=1652890557126
x=37, y=608, key=1, timestamp=1652890559754
x=46, y=557, key=1, timestamp=1652890561567
x=35, y=595, key=1, timestamp=1652890562933
x=28, y=553, key=1, timestamp=1652890563397
x=1179, y=457, key=1, timestamp=1652890564985
x=992, y=616, key=1, timestamp=1652890566127
x=892, y=553, key=1, timestamp=1652890567192
x=978, y=519, key=1, timestamp=1652890575624
x=978, y=519, key=1, timestamp=1652890584076
x=978, y=519, key=1, timestamp=1652890594813
x=978, y=519, key=1, timestamp=1652890604311
x=978, y=519, key=1, timestamp=1652890609896
x=978, y=519, key=1, timestamp=1652890618509
x=978, y=519, key=1, timestamp=1652890622017
x=978, y=519, key=1, timestamp=1652890630857
x=978, y=519, key=1, timestamp=1652890640297
x=978, y=519, key=1, timestamp=1652890645792
x=3167, y=244, key=1, timestamp=1652890651544
x=3579, y=238, key=1, timestamp=1652890838718
x=3548, y=295, key=1, timestamp=1652890880170
x=3499, y=242, key=1, timestamp=1652890884696
x=2818, y=290, key=1, timestamp=1652890898633
x=2638, y=335, key=1, timestamp=1652890902068
x=959, y=0, key=1, timestamp=1652890955162
x=1325, y=295, key=1, timestamp=1652890955814
x=2859, y=315, key=1, timestamp=1652891064040
x=2693, y=285, key=1, timestamp=1652891116543
x=2994, y=405, key=1, timestamp=1652891161986
x=2629, y=243, key=1, timestamp=1652891173497
x=2629, y=243, key=1, timestamp=1652891173643
x=1244, y=421, key=1, timestamp=1652891329429
x=1856, y=996, key=1, timestamp=1652891330880
x=3012, y=201, key=1, timestamp=1652891385188
x=3014, y=226, key=1, timestamp=1652891385731
x=2950, y=361, key=1, timestamp=1652891486306
x=442, y=151, key=1, timestamp=1652891672433
x=1218, y=228, key=1, timestamp=1652891673784
x=526, y=279, key=1, timestamp=1652891682940
x=97, y=46, key=1, timestamp=1652891690645
x=128, y=12, key=1, timestamp=1652891691047
x=1586, y=4, key=1, timestamp=1652891697584
x=1004, y=2, key=1, timestamp=1652891699152
x=701, y=351, key=1, timestamp=1652891712774
x=140, y=13, key=1, timestamp=1652891729348
x=1383, y=677, key=1, timestamp=1652891731934
x=1660, y=328, key=1, timestamp=1652891733117
x=966, y=0, key=1, timestamp=1652891757800
x=132, y=15, key=1, timestamp=1652891780012
x=659, y=675, key=3, timestamp=1652891784944
x=971, y=0, key=1, timestamp=1652891786080
x=417, y=905, key=1, timestamp=1652891798223
x=127, y=18, key=1, timestamp=1652891807487
x=1822, y=361, key=1, timestamp=1652891810274
x=1659, y=166, key=1, timestamp=1652891811466
x=1574, y=232, key=1, timestamp=1652891816266
x=677, y=762, key=3, timestamp=1652891824372
x=1102, y=0, key=1, timestamp=1652891825547
x=136, y=10, key=1, timestamp=1652891863909
x=455, y=789, key=1, timestamp=1652891866285
x=1645, y=846, key=1, timestamp=1652891894468
x=1718, y=19, key=1, timestamp=1652891907717
x=1508, y=55, key=1, timestamp=1652891908361
x=454, y=345, key=1, timestamp=1652891947367
x=135, y=16, key=1, timestamp=1652891978083
x=1816, y=855, key=1, timestamp=1652891979662
x=1617, y=7, key=1, timestamp=1652892031359
x=1452, y=51, key=1, timestamp=1652892031764
x=139, y=19, key=1, timestamp=1652892055690
x=1666, y=856, key=1, timestamp=1652892057304
x=1728, y=346, key=3, timestamp=1652892060090
x=983, y=13, key=1, timestamp=1652892062464
x=1620, y=2, key=1, timestamp=1652892068698
x=1439, y=48, key=1, timestamp=1652892069149
x=524, y=576, key=1, timestamp=1652892086820
x=138, y=11, key=1, timestamp=1652892090110
x=1736, y=859, key=1, timestamp=1652892092366
x=1621, y=2, key=1, timestamp=1652892141687
x=478, y=699, key=1, timestamp=1652892313960
x=932, y=0, key=1, timestamp=1652892317932
x=1158, y=22, key=1, timestamp=1652892369892
x=697, y=143, key=1, timestamp=1652892374520
x=966, y=3, key=1, timestamp=1652892375471
x=445, y=139, key=1, timestamp=1652892382920
x=1212, y=233, key=1, timestamp=1652892388005
x=567, y=604, key=1, timestamp=1652892400949
x=2972, y=166, key=1, timestamp=1652892504176
x=1603, y=4, key=1, timestamp=1652892558593
x=1528, y=41, key=1, timestamp=1652892559259
x=701, y=324, key=1, timestamp=1652892563105
x=528, y=400, key=1, timestamp=1652892563650
x=2753, y=308, key=1, timestamp=1652892578475
x=990, y=3, key=1, timestamp=1652892585852
x=2726, y=313, key=1, timestamp=1652892594385
x=2823, y=290, key=1, timestamp=1652892668337
x=3456, y=345, key=1, timestamp=1652892671763
x=836, y=145, key=1, timestamp=1652892810268
x=1349, y=441, key=1, timestamp=1652892811419
x=1868, y=990, key=1, timestamp=1652892813019
x=17, y=322, key=1, timestamp=1652892816970
x=276, y=500, key=1, timestamp=1652892818425
x=603, y=852, key=1, timestamp=1652892821744
x=23, y=546, key=1, timestamp=1652892825566
x=1026, y=611, key=1, timestamp=1652892826557
x=929, y=547, key=1, timestamp=1652892827337
x=989, y=520, key=1, timestamp=1652892838131
x=989, y=520, key=1, timestamp=1652892847558
x=989, y=520, key=1, timestamp=1652892856169
x=990, y=519, key=1, timestamp=1652892866636
x=990, y=519, key=1, timestamp=1652892870203
x=990, y=519, key=1, timestamp=1652892880782
x=990, y=519, key=1, timestamp=1652892889354
x=990, y=519, key=1, timestamp=1652892893939
x=990, y=519, key=1, timestamp=1652892899491
x=990, y=519, key=1, timestamp=1652892903636
x=731, y=1047, key=1, timestamp=1652892905999
x=840, y=594, key=1, timestamp=1652892936017
x=738, y=1060, key=1, timestamp=1652892939252
x=292, y=557, key=1, timestamp=1652892961142
x=1832, y=10, key=1, timestamp=1652892973270
x=3183, y=453, key=1, timestamp=1652892978879
x=3320, y=451, key=1, timestamp=1652893182377
x=2961, y=414, key=1, timestamp=1652893223297
x=2601, y=435, key=1, timestamp=1652893233210
x=2864, y=97, key=1, timestamp=1652893261384
x=2656, y=500, key=1, timestamp=1652893285099
x=2656, y=500, key=1, timestamp=1652893285242
x=3155, y=246, key=1, timestamp=1652893299168
x=3155, y=246, key=1, timestamp=1652893299322
x=2507, y=535, key=1, timestamp=1652893360495
x=1345, y=489, key=1, timestamp=1652893364385
x=1869, y=985, key=1, timestamp=1652893365888
x=1839, y=986, key=1, timestamp=1652893380089
x=2848, y=347, key=1, timestamp=1652893392378
x=2564, y=552, key=1, timestamp=1652893433508
x=1873, y=987, key=1, timestamp=1652893438185
x=1399, y=775, key=1, timestamp=1652893440304
x=1336, y=3, key=1, timestamp=1652893451069
x=2779, y=405, key=1, timestamp=1652893474876
x=900, y=300, key=1, timestamp=1652893478792
x=876, y=789, key=1, timestamp=1652893495930
x=1663, y=565, key=1, timestamp=1652893504560
x=731, y=156, key=1, timestamp=1652893506257
x=1316, y=15, key=1, timestamp=1652893509295
x=1298, y=12, key=3, timestamp=1652893510025
x=1069, y=564, key=1, timestamp=1652893511410
x=1854, y=281, key=1, timestamp=1652893517422
x=197, y=284, key=1, timestamp=1652893532018
x=29, y=348, key=1, timestamp=1652893539860
x=279, y=493, key=1, timestamp=1652893541278
x=270, y=545, key=1, timestamp=1652893541817
x=620, y=1050, key=1, timestamp=1652893542832
x=642, y=847, key=2, timestamp=1652893554221
x=705, y=874, key=1, timestamp=1652893555091
x=561, y=871, key=2, timestamp=1652893573040
x=643, y=688, key=1, timestamp=1652893573873
x=559, y=826, key=2, timestamp=1652893594295
x=611, y=847, key=1, timestamp=1652893594865
x=838, y=854, key=1, timestamp=1652893631932
x=599, y=903, key=2, timestamp=1652893633348
x=695, y=715, key=1, timestamp=1652893634081
x=1603, y=1008, key=1, timestamp=1652893637171
x=738, y=765, key=2, timestamp=1652893637836
x=776, y=780, key=1, timestamp=1652893638432
x=1831, y=7, key=1, timestamp=1652893663909
x=1210, y=3, key=1, timestamp=1652893665576
x=1347, y=1, key=1, timestamp=1652893666912
x=3361, y=236, key=1, timestamp=1652893668648
x=2820, y=555, key=1, timestamp=1652893669810
x=936, y=12, key=1, timestamp=1652893671621
x=2691, y=436, key=1, timestamp=1652893728604
x=129, y=19, key=1, timestamp=1652893730501
x=466, y=788, key=1, timestamp=1652893733122
x=475, y=702, key=1, timestamp=1652893743932
x=1664, y=501, key=1, timestamp=1652893745665
x=180, y=467, key=1, timestamp=1652893769579
x=469, y=789, key=1, timestamp=1652893777401
x=538, y=681, key=3, timestamp=1652893786562
x=620, y=1050, key=1, timestamp=1652893542832
x=642, y=847, key=2, timestamp=1652893554221
x=705, y=874, key=1, timestamp=1652893555091
x=561, y=871, key=2, timestamp=1652893573040
x=643, y=688, key=1, timestamp=1652893573873
x=559, y=826, key=2, timestamp=1652893594295
x=611, y=847, key=1, timestamp=1652893594865
x=838, y=854, key=1, timestamp=1652893631932
x=599, y=903, key=2, timestamp=1652893633348
x=695, y=715, key=1, timestamp=1652893634081
x=1603, y=1008, key=1, timestamp=1652893637171
x=738, y=765, key=2, timestamp=1652893637836
x=776, y=780, key=1, timestamp=1652893638432
x=1831, y=7, key=1, timestamp=1652893663909
x=1210, y=3, key=1, timestamp=1652893665576
x=1347, y=1, key=1, timestamp=1652893666912
x=3361, y=236, key=1, timestamp=1652893668648
x=2820, y=555, key=1, timestamp=1652893669810
x=936, y=12, key=1, timestamp=1652893671621
x=2691, y=436, key=1, timestamp=1652893728604
x=129, y=19, key=1, timestamp=1652893730501
x=466, y=788, key=1, timestamp=1652893733122
x=475, y=702, key=1, timestamp=1652893743932
x=1664, y=501, key=1, timestamp=1652893745665
x=180, y=467, key=1, timestamp=1652893769579
x=469, y=789, key=1, timestamp=1652893777401
x=538, y=681, key=3, timestamp=1652893786562
x=949, y=13, key=1, timestamp=1652893787851
x=947, y=11, key=3, timestamp=1652893797773
x=431, y=703, key=1, timestamp=1652893799028
x=195, y=580, key=1, timestamp=1652893812333
x=999, y=571, key=1, timestamp=1652907176572
x=29, y=607, key=1, timestamp=1652907177723
x=31, y=607, key=1, timestamp=1652907178206
x=42, y=349, key=1, timestamp=1652907180479
x=2754, y=579, key=1, timestamp=1652907182547
x=2606, y=587, key=1, timestamp=1652907185937
x=2747, y=589, key=1, timestamp=1652907255612
x=2123, y=541, key=1, timestamp=1652907257681
x=900, y=552, key=1, timestamp=1652907326474
x=3145, y=441, key=1, timestamp=1652907329877
x=3145, y=440, key=1, timestamp=1652907337288
x=3145, y=440, key=1, timestamp=1652907341849
x=3145, y=440, key=1, timestamp=1652907350495
x=3145, y=440, key=1, timestamp=1652907355084
x=3145, y=440, key=1, timestamp=1652907358605
x=3145, y=440, key=1, timestamp=1652907367079
x=3144, y=440, key=1, timestamp=1652907370843
x=3144, y=440, key=1, timestamp=1652907381345
x=3144, y=440, key=1, timestamp=1652907387837
x=2981, y=477, key=1, timestamp=1652907389548
x=2753, y=587, key=1, timestamp=1652907390484
x=2805, y=586, key=1, timestamp=1652907391752
x=2652, y=424, key=1, timestamp=1652907393143
x=2141, y=549, key=1, timestamp=1652907395101
x=2691, y=593, key=1, timestamp=1652907461595
x=2776, y=585, key=1, timestamp=1652907518717
x=2685, y=424, key=1, timestamp=1652907520625
x=2760, y=588, key=1, timestamp=1652907582937
x=2678, y=430, key=1, timestamp=1652907584417
x=2700, y=594, key=1, timestamp=1652907586556
x=3737, y=89, key=1, timestamp=1652907645135
x=2172, y=291, key=1, timestamp=1652907647219
x=3058, y=476, key=1, timestamp=1652907649486
x=1992, y=528, key=1, timestamp=1652907651590
x=2691, y=593, key=1, timestamp=1652907653026
x=2568, y=0, key=1, timestamp=1652907666522
x=2844, y=215, key=1, timestamp=1652907667888
x=2597, y=156, key=1, timestamp=1652907673272
x=2835, y=0, key=1, timestamp=1652907674045
x=1981, y=9, key=1, timestamp=1652907676413
x=2322, y=767, key=1, timestamp=1652907679518
x=2778, y=0, key=1, timestamp=1652907683227
x=2713, y=376, key=1, timestamp=1652907684626
x=2994, y=180, key=1, timestamp=1652907782950
x=2062, y=188, key=1, timestamp=1652907783977
x=3584, y=91, key=1, timestamp=1652907785478
x=3117, y=231, key=1, timestamp=1652907787194
x=3405, y=741, key=1, timestamp=1652907789121
x=2678, y=423, key=1, timestamp=1652907791146
x=2653, y=604, key=1, timestamp=1652907791955
x=1050, y=608, key=1, timestamp=1652907855239
x=909, y=550, key=1, timestamp=1652907856171
x=1007, y=506, key=1, timestamp=1652907865719
x=1008, y=509, key=1, timestamp=1652907871184
x=1008, y=509, key=1, timestamp=1652907878609
x=1008, y=509, key=1, timestamp=1652907889120
x=1008, y=509, key=1, timestamp=1652907893675
x=1008, y=509, key=1, timestamp=1652907899220
x=1008, y=509, key=1, timestamp=1652907906629
x=1008, y=509, key=1, timestamp=1652907910920
x=1008, y=509, key=1, timestamp=1652907920647
x=1008, y=510, key=1, timestamp=1652907926250
x=2769, y=482, key=1, timestamp=1652907928700
x=2579, y=0, key=1, timestamp=1652907929497
x=2715, y=364, key=1, timestamp=1652907930949
x=2570, y=150, key=1, timestamp=1652907934774
x=2742, y=294, key=1, timestamp=1652907935518
x=2609, y=162, key=1, timestamp=1652907942444
x=2805, y=0, key=1, timestamp=1652907943035
x=2647, y=423, key=1, timestamp=1652907944140
x=2448, y=602, key=1, timestamp=1652907945064
x=2785, y=586, key=1, timestamp=1652908002950
x=2682, y=423, key=1, timestamp=1652908004642
x=2528, y=597, key=1, timestamp=1652908007892
x=2667, y=422, key=1, timestamp=1652908073654
x=2674, y=594, key=1, timestamp=1652908074441
x=2784, y=585, key=1, timestamp=1652908138602
x=2627, y=597, key=1, timestamp=1652908139955
x=2696, y=422, key=1, timestamp=1652908140995
x=2778, y=590, key=1, timestamp=1652908211376
x=2666, y=604, key=1, timestamp=1652908215610
x=2679, y=429, key=1, timestamp=1652908216282
x=2617, y=590, key=1, timestamp=1652908217089
x=2745, y=585, key=1, timestamp=1652908282472
x=2650, y=412, key=1, timestamp=1652908284180
x=2651, y=420, key=1, timestamp=1652908284550
x=2670, y=603, key=1, timestamp=1652908285179
x=2761, y=579, key=1, timestamp=1652908344559
x=2685, y=419, key=1, timestamp=1652908347858
x=2616, y=594, key=1, timestamp=1652908348562
x=2779, y=587, key=1, timestamp=1652908416586
x=2670, y=430, key=1, timestamp=1652908419174
x=2611, y=595, key=1, timestamp=1652908419981
x=3160, y=126, key=1, timestamp=1652908484091
x=970, y=612, key=1, timestamp=1652908486233
x=2634, y=413, key=1, timestamp=1652908499722
x=2634, y=413, key=1, timestamp=1652908507072
x=2634, y=413, key=1, timestamp=1652908510599
x=2634, y=413, key=1, timestamp=1652908519098
x=2634, y=413, key=1, timestamp=1652908524631
x=2634, y=413, key=1, timestamp=1652908532213
x=2634, y=413, key=1, timestamp=1652908538829
x=2634, y=413, key=1, timestamp=1652908549541
x=2634, y=413, key=1, timestamp=1652908556015
x=2634, y=413, key=1, timestamp=1652908563406
x=2603, y=0, key=1, timestamp=1652908564869
x=2858, y=4, key=1, timestamp=1652908565827
x=3080, y=0, key=1, timestamp=1652908566427
x=2233, y=1054, key=1, timestamp=1652908570152
x=286, y=898, key=1, timestamp=1652908571494
x=291, y=1047, key=1, timestamp=1652908572364
x=3753, y=16, key=1, timestamp=1652908578809
x=2800, y=22, key=1, timestamp=1652909209520
x=2006, y=47, key=1, timestamp=1652909211851
x=3577, y=91, key=1, timestamp=1652909213747
x=1988, y=623, key=1, timestamp=1652909315392
x=2102, y=299, key=1, timestamp=1652909319122
x=3090, y=455, key=1, timestamp=1652909320457
